 quote_raw expiration strike option_type delta bid ask mid imp_vol vega deltaless0.5 deltaless0.7
11115 "2016-09-14 15:45:00" "2016-10-21 08:30:00" 2060.0 c 0.6974 85.1 86.5 85.8 0.1876 2.343268 0.19740000000000002 0.0025999999999999357
11357 "2016-09-15 15:45:00" "2016-10-21 08:30:00" 2090.0 c 0.6968 76.9 79.0 77.95 0.1703 2.340004 0.19679999999999997 0.0031999999999999806
11591 "2016-09-16 15:45:00" "2016-10-21 08:30:00" 2080.0 c 0.7036 75.7 77.0 76.35 0.1666 2.272823 0.2036 0.0036000000000000476
11828 "2016-09-19 15:45:00" "2016-10-21 08:30:00" 2085.0 c 0.7003 71.8 72.7 72.25 0.166 2.18554 0.20030000000000003 0.000300000000000078
12065 "2016-09-20 15:45:00" "2016-10-21 08:30:00" 2090.0 c 0.6968 69.2 70.2 69.7 0.164 2.165071 0.19679999999999997 0.0031999999999999806
12306 "2016-09-21 15:45:00" "2016-10-21 08:30:00" 2115.0 c 0.6968 60.6 63.3 61.95 0.1462 2.149071 0.19679999999999997 0.0031999999999999806
12546 "2016-09-22 15:45:00" "2016-10-21 08:30:00" 2135.0 c 0.6975 54.2 55.2 54.7 0.1297 2.125255 0.1975 0.0024999999999999467
12780 "2016-09-23 15:45:00" "2016-10-21 08:30:00" 2125.0 c 0.6965 52.6 53.4 53.0 0.1288 2.080322 0.1965 0.0034999999999999476
13011 "2016-09-26 15:45:00" "2016-10-21 08:30:00" 2100.0 c 0.6992 59.4 60.7 60.05 0.1554 1.939263 0.19920000000000004 0.0007999999999999119
13250 "2016-09-27 15:45:00" "2016-10-21 08:30:00" 2115.0 c 0.7094 55.2 56.3 55.75 0.1418 1.881303 0.20940000000000003 0.009400000000000075
13489 "2016-09-28 15:45:00" "2016-10-21 08:30:00" 2130.0 c 0.7006 49.3 50.4 49.849999999999994 0.1319 1.875375 0.2006 0.0006000000000000449
13722 "2016-09-29 15:45:00" "2016-10-21 08:30:00" 2115.0 c 0.6912 53.8 55.4 54.599999999999994 0.1531 1.848439 0.19120000000000004 0.008799999999999919
13962 "2016-09-30 15:45:00" "2016-10-21 08:30:00" 2135.0 c 0.7031 48.8 49.9 49.349999999999994 0.1354 1.788499 0.20309999999999995 0.0030999999999999917
14196 "2016-10-03 15:45:00" "2016-10-21 08:30:00" 2125.0 c 0.7049 47.2 48.3 47.75 0.1416 1.641431 0.20489999999999997 0.0049000000000000155
14430 "2016-10-04 15:45:00" "2016-10-21 08:30:00" 2115.0 c 0.7064 46.9 48.0 47.45 0.1449 1.583324 0.20640000000000003 0.006400000000000072
14669 "2016-10-05 15:45:00" "2016-10-21 08:30:00" 2130.0 c 0.6908 40.4 41.7 41.05 0.1341 1.578387 0.19079999999999997 0.009199999999999986
