entry_date,quote_date,expiration,strike,entry_price,bid_price,target1,target2,target1_hit,target2_hit,remaining_contracts,realized_pnl,unrealized_value,equity
2024-07-01,2024-08-14 15:45:00,2024-08-21 08:30:00,60.0,0.1,0.01,1.0,4.0,True,False,2.0,115.99999999999999,2.0,117.99999999999999
2024-07-01,2024-08-15 15:45:00,2024-08-21 08:30:00,60.0,0.1,0.03,1.0,4.0,True,False,2.0,115.99999999999999,6.0,121.99999999999999
2024-07-01,2024-08-16 15:45:00,2024-08-21 08:30:00,60.0,0.1,0.01,1.0,4.0,True,False,2.0,115.99999999999999,2.0,117.99999999999999
2024-07-01,2024-08-19 15:45:00,2024-08-21 08:30:00,60.0,0.1,0.0,1.0,4.0,True,False,2.0,115.99999999999999,0.0,115.99999999999999
2024-07-01,2024-08-20 15:45:00,2024-08-21 08:30:00,60.0,0.1,0.0,1.0,4.0,True,False,2.0,115.99999999999999,0.0,115.99999999999999
2024-08-01,2024-08-01 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.24,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,72.0,72.0
2024-08-01,2024-08-02 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.39,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,117.0,117.0
2024-08-01,2024-08-05 15:45:00,2024-09-18 08:30:00,60.0,0.28,1.28,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,384.0,384.0
2024-08-01,2024-08-06 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.45,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,135.0,135.0
2024-08-01,2024-08-07 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.53,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,159.0,159.0
2024-08-01,2024-08-08 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.39,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,117.0,117.0
2024-08-01,2024-08-09 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.24,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,72.0,72.0
2024-08-01,2024-08-12 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.25,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,75.0,75.0
2024-08-01,2024-08-13 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.21,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,63.0,63.0
2024-08-01,2024-08-14 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.16,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,48.0,48.0
2024-08-01,2024-08-15 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.13,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,39.0,39.0
2024-08-01,2024-08-16 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.14,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,42.00000000000001,42.00000000000001
2024-08-01,2024-08-19 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.12,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,36.0,36.0
2024-08-01,2024-08-20 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.12,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,36.0,36.0
2024-08-01,2024-08-21 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.15,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,44.99999999999999,44.99999999999999
2024-08-01,2024-08-22 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.18,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,54.0,54.0
2024-08-01,2024-08-23 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.11,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,33.0,33.0
2024-08-01,2024-08-26 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.1,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,30.000000000000004,30.000000000000004
2024-08-01,2024-08-27 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.08,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,24.0,24.0
2024-08-01,2024-08-28 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.11,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,33.0,33.0
2024-08-01,2024-08-29 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.09,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,27.0,27.0
2024-08-01,2024-08-30 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.07,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,21.000000000000004,21.000000000000004
2024-08-01,2024-09-03 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.37,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,110.99999999999999,110.99999999999999
2024-08-01,2024-09-04 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.15,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,44.99999999999999,44.99999999999999
2024-08-01,2024-09-05 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.1,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,30.000000000000004,30.000000000000004
2024-08-01,2024-09-06 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.14,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,42.00000000000001,42.00000000000001
2024-08-01,2024-09-09 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.05,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,15.000000000000002,15.000000000000002
2024-08-01,2024-09-10 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.02,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,6.0,6.0
2024-08-01,2024-09-11 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.02,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,6.0,6.0
2024-08-01,2024-09-12 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.0,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,0.0,0.0
2024-08-01,2024-09-13 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.0,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,0.0,0.0
2024-08-01,2024-09-16 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.0,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,0.0,0.0
2024-08-01,2024-09-17 15:45:00,2024-09-18 08:30:00,60.0,0.28,0.0,2.8000000000000003,11.200000000000001,False,False,3.0,0.0,0.0,0.0
